

























经济,金融,总体,冲击,影响
具有,生产,货币政策,财政政策,模拟
经济,动态,国家,增长,经济波动
增长,经济,规则,政府,债务
财政,分权,改革,能力,自给
财政政策,效应,经济,财政支出,作用
市场,作用,干预,运行,法律












































种子,幼苗,含量,棕色,离子










































表达,组织,病理,患者,方法


细胞,放线菌素,改变,蛋白,生长






































肺癌,干细胞,通路,增殖,蛋白质







































进行,活性,得到,脂氧合酶,抑制
筛选,活性,进行,菌株,结构















气候,研究,影响,变化,全球













混合,稳定性,评价,试验,方法







纤维,增加,拉伸,大分子,骨架






电极,修饰,电流,浓度,采用
尿酸,脉冲,微分,伏安,测定









































精神障碍,西藏,调查,患病率,手册









编写,融合,国际,创新,教材







凋落,分解,元素,释放,供应
母树,含量,土壤,养分,高产
水稻,施肥,产量,增产,下降
生物量,增加,现存,分解,地被
矿化,沉降,活性,土壤,土壤有机
土壤,阔叶树,套种,混交林,酸度
人工林,桉树,年龄,贮量,碳库
养分,增加,林地,循环,归还
水稻,产量,增加,水平,沉降
南昌,分析,经济,发展,指标
凋落,进行,观测,气象,落果
























水稻,需水量,灌溉,作物,统计






























































造山,复合,研究,中国,中央


























细胞,胶质瘤,干涉,基因,侵袭








等离子体,实验,激光,结构,速度




















































研究,衰减,距离,设计,信息流
绿化,景观,旅游,研究,景观设计
产业,生态,网络理论,集群,区位商
区域,经济,研究,地理,发展
模式,开发,旅游,建设,农村
产业,发展,集群,生态,空间
文化,研究,旅游,地理学,理论
景观,植物,要素,设计,景观设计
服务,功能,生态,价值,气候调节
网站,距离,访问者,衰减,特征
产业,集群,学者,研究,集聚























































细胞,探针,结合,抗体,特异性































检测,方案,不可,数字,水印
文本,检测,信息,隐藏,算法
感染,急性,中性,细菌性,粒细胞




















信号,分解,进行,方法,识别
成像,合成孔径,超声,方法,实验
检测,缺陷,缸体,发动机,内腔

机器人,翻转,行走,进行,功能
管道,系统,扰动,信号,光纤


美托,嘧啶,右旋,患者,时间





修饰,复合材料,表明,树状,表征


规划,模型,算法,促进,优化
工业,优化,储能,电网,特性
发电,优化,功率,柴油机,调度
电网,渗透率,接入,优化,考虑
电网,用户,技术,运行,供电
电网,主体,运营商,用户,交易
优化,用户,负荷,运行,模型
预测,电网,模型,模态,函数













灌溉,需水量,农业,农田,经济



















滑模,观测器,转速,位置,终端
耦合,方法,机器人,原因,存在
估计,状态,电池,空间,算法
实现,执行,进程,信息,无关





计算,服务,工厂,技术,现场
系统,控制器,动态,建模,设计
算法,提升,极值,进行,优化
计算,龄期,方案,对比,分析
过程,监控,方法,工况,模型
工厂,计算,平台,虚拟,架构
模型,气化炉,温度,数据,测量
脱氢,乙苯,生产,过程,催化
反应,加氢,反应器,过程,压力
氧化,系统,反应,尾气,工艺































禽流感,基因,病毒,亚型,分离
分析,序列,等位基因,质粒,获得









治疗,增加,医疗,发生,提高
治疗,增加,发生,提高,肝功能




操纵,防止,策略性,给出,概念

投资,破产,投资者,风险,消费
模型,研究,风险,资产,均值








城市,发展,城市规划,空间,规律

区位,功能,选择,阶段,商务
研究,空间结构,生产者,服务业,系统

发展,城市,城市规划,产生,青岛

















侧脑室,发病,脑梗死,放射,纤维





网络,包括,结合,系统,问题
粒子,控制,运动,横向,半径

控制,区域,信息,局部,分布
模拟,研究,模型,运用,表明

函数,性能,量子,研究,网络系统






大鼠,提取物,模型,质量,疗效
大鼠,表达,模型,蛋白,治疗
大鼠,受体,应激,蛋白,海马
治疗,凋亡,淋巴细胞,患者,外周血
大鼠,模型,肝郁,脾虚,变化

温阳,检测,应激,行为,方法
公务员,检出率,综合征,进行,吉林省
探测,计划,地球,地震,反射

生物量,藻类,蓝网,绿纱,生态









角膜,排斥,反应,移植,记录
病例,确诊,流行,甲流,报告
污染,边界层,结构,出现,环流
价值,服务,研究,估算,区域
提取,材料,甘薯,方法,次数
树轮,森林,年表,下线,降水


降水,变化,天山,资料,山区









种群,遗传,恢复,砍伐,苦槠













免疫,补体,治疗,患者,水平





颤振,振动,过程,分析,运动


试验,切削,粗糙度,转速比,因素





















































旋回,基准面,发育,控制,河流









































































































危害,评估,施放,实现,生物




















行为,用户,模型,系统,反馈










诱导,放疗,时期,加同,患者






















高血压,地区,患者,治疗率,知晓率



























废酸,活性白土,盐酸,循环,分数
蚕蛹,蛋白,提取,工艺,食品
皂苷,树脂,吸附,富集,分离
进行,蛋白酶,产物,水解,活性
蚕蛹,含量,蛋白,文献,提高
模型,抑制,底物,体系,实验
蛋白,蚕蛹,活性,水解,抑制

知识,工艺,设计,对象,实现

设计,收口,智能,初始,坯料
促进,效应,光合作用,植物,光合











设计,预应力,进行,抗弯,混凝土
动力,响应,轨道,因素,研究
性能,结构,混凝土,研究,相比
预应力,试验,混凝土,结果,结构
纤维,约束,混凝土,延性,性能
冲击,分布,混凝土,抗弯,次数
混凝土,轴载,冲击韧性,钢纤维,超重

手术室,稍作,指标,规范,给出
过滤器,风口,隔离病房,滤菌,效率
压差,隔离,作用,效果,隔离病房
系统,过滤器,隔离病房,循环,部分
实验,进行,下排,上送,实验室
状态,定义,实际,占用,提出
方案,污染物,效果,风口,床边
作用,温差,污染物,研究,压差
效果,缓冲,隔离,实验,压差
压差,外泄,实验,污染物,浓度
下排,模拟,结果,进行,上送



排放,温室,气体,全球,隐含
城镇,因子,空调,住宅,空调器

采暖,耗能,住宅,城镇,基准值
中国,隐含,农产品,出口,生产
中国,分工,产业,转移,国际
研究,气候变化,问题,认识,存在
人口,暴露,受灾,物理,进行
台风,历史,灾害,风雨,资料
气候变化,适应,国际,行动,集中
旅游,地区,出现,气候,评价


















规划,算法,技术,运动,环境






柔性,结构,利用,控制,系统


响应,条件,培养基,进行,设计





高原,冲击波,平原,物理,改变
高原,平台,冲击波,减压,波形
微血管,心肌,内皮细胞,表达,孵育




玻璃,结构,加固,粘贴,采用
基因型,序列,已知,未知,分型

玻璃,加固,方式,肋板,结构
规范,中国,采用,欧洲,计算
探针,基因型,进行,设计,特异性
试验,玻璃,大面,中心,荷载

酸枣仁,成分,配伍,方法,分析


品种,菊花,分类,进行,统计




地下水,氟化物,浓度,研究,分布
测试用例,软件,模型,粒度,输入





旅游,时空,特征,分析,集成
旅游,空间,经济,增长,县域
记忆,城乡,发展,空间,反思



长白,品质,表现,亲本,纹枯病




处理,浓度,增加,重金属,特性





菌根,菌种,白草,磷量,寄主植物



















挥发性,乳化,溶血,发生,导致
吸入,不能,蒸发器,管道,低于

患儿,毛细,支气管炎,病毒,鼻咽







指南,公路,泥石流,相关,工程设计
健身,药物,复方,大鼠,决明子
孕灾,环境,洪灾,综合,公路
公路,施工,结构,泥石流,指南
风险,公路,洪灾,因子,综合
岩体,形成,危岩,分析,过程
公路,防治,指南,施工,泥石流









大鼠,血流,肝脏,动力学,参数

热病,手术,治疗,特点,综合
超声,诊断,数据库,乳腺,医学
数据库,科研,发展,信息,超声





细胞,淋巴瘤,表达,信号,分子
压迫,分析,输尿管,主动脉,例示
排尿,早产儿,天组,出生,观察
结石,泌尿系统,患儿,奶粉,尿路








基因,表达,细胞,膀胱,相关
沸石,骨架,相变,合成,过程
乙醇,反应,催化剂,压力,存在
溶胶,影响,水解,试验,分散剂
品位,收剂,浮选,磷矿,获得
掺杂,电导,燃烧,性能,形貌
溶胶,稳定性,乙醇,制备,工艺
颜料,制备,焙烧,温度,前驱

加工,算法,速度,提高,插补





表达,分子,肿瘤,发现,抗体






















正交,可靠,逼近,响应,分析
敏感性,因子,破坏,厚度,分析
相关,变换,可靠,变化,态变量
方法,模拟,子集,问题,可靠
分析,可靠,软件,有限元,岩土
变换,方法,计算,边坡,相关
可靠,闸门,理论,设计规范,应用
设计,概率,规范,系数,石坝
强度,参数,模型,正态分布,土体


频率,折射率,光谱,波段,应用










取食,活性,棉花,棉铃虫,胁迫
大豆蚜,活性,药剂,酯酶,羧酸
棉蚜,新疆,抗性,植棉,吡虫啉
区分,剂量,淡色,库蚊,菊酯

表皮,护蜡层,处理,作用,增效
抗性,发展,代价,适合,昆虫
种群,抗性,处理,小菜蛾,影响
汽化,装置,投药,自动,性能
二化螟,活性,菊酯,浓度,结果
鲫鱼,百威,分布,环境,剂量
鸡种,微卫星,地位,等位基因,位点
基因,等位基因,进行,分型,关系
凝血酶,巨球蛋白,血浆,蛋白,作为
草原,居群,典型,遗传,位点






评价,港区,生态,经济,环境

皮桦,增温,幼苗,叶片,研究
土壤,绿地,质量,分数,森林土壤

城市绿地,类型,调查,树木,绿地

组织,富含,探索,模式,材料
生物,调控,研究,番茄,病毒



闪络,电极,环氧,特性,气压








液舱,爆炸,作用,舰船,动态
冲击,响应,模型,效应,方板
材料,梯度,功能,隐身,目标
界面,爆炸,复合板,焊接,化合物
分析,结构,塑性变形,模型,效应
基座,结构,性能,复合材料,支撑
爆炸,射流,进行,载荷,研究
特性,进行,舰船,状态,判断
应力,焊接,模拟,模型,进行
实船,作用,冲击波,试验,打靶




教学,设计,理论,技术,学科
工程,教学,农远,症结,应用

教育,信息化,区域,战略,问题
字表,用字,语文,教材,编制
教育,网络,反思,价值,定位
地区,小学,研究,欠发达,教学
技术,组织,应用,提高,致力于
教育,核心,技术,素养,标准
信息技术,教育,美国,课程,学生
学习,教师,目标,培训,信息技术


肾癌,诊断,超声,造影,检查








身体,侵害,预测,关系,影响
水平,投入,中职,高于,基本
遗传,基础,性别差异,环境,探讨
适应,侵害,同伴,社会,结果
行为,对抗,同伴,预测,采用
攻击,受欢迎,违纪行为,个体,身体
气质,教养,父亲,量表,效应
支持,模式,适应,父母,影响










试验,观测,地面,水文,内容


试验,参数,观测,数据,流域








压裂,裂缝,油藏,施工,技术
储层,压裂液,性能,体系,进行
气藏,储层,压裂,施工,压裂液
应用,表面,生物,多糖,外脂
滤失,砾石,速度,影响,裂缝
离子,浓度,溶液,界面,表面
压裂,裂缝,压裂液,黏度,水平井
页岩,渗流,产能,研究,封闭
渗流,模型,区域,凝析气,进行
高温,完井,有机,低压,地区
压裂,裂缝,支撑剂,加砂,运移

产物,超声,降解,协同,可见



挥发油,苍术,培苗,含量,培养基




资本,结构,目标,产品,调整
业务,盈余,整体,子公司,规模
企业,扩张,过度,自信,管理者
企业,多元化,关系,收益,经营
独立,董事,监督,管理层,公司
审计,收费,统一,集团,存在
审计,集团,变更,意见,企业
上市,申请,融资,企业,国有企业
披露,质量,信息,股权,融资

分析,农药,涂层,进行,装置

农药,离子,标准,曲线,残留
提取,温度,时间,微波,辅助
分析方法,生物,大分子,介绍,分子
方法,形式,图谱,产地,采收期
油墨,树脂,具有,溶解性,合成
农药,检测,残留,色谱,技术


成矿,斑岩,时代,碰撞,特征
铁质,层状,岩体,裂谷,构造
矿床,斑岩,具有,成矿,二者
岩浆,流体,具有,元素,矿床

破裂,裂隙,矿区,中心,矿化
岩浆,岩体,作用,热液,分异
变化,形成,具有,矿物,流体
矿化,斑岩,特征,矿床,蚀变
矿床,成矿,斑岩,作用,地质







产量,籽粒,养分,有机肥,土壤
胰腺炎,重症,急性,死亡,病死率
静脉,血栓,治疗,形成,下肢
土壤,施肥,数量,进行,细菌
产量,运筹,方式,角果,基肥
橙皮,柚皮苷,组分,橙汁,液相
产量,氮磷,用量,配比,籽粒
制冷剂,相溶性,含量,溶解,冷冻机

评价,石膏矿,危险性,矿柱,冒落
















产业,技术,平板,发展,专家
过渡,界面,混凝土,基体,矿渣











互感器,电流,设计,电磁式,降低






核桃,小米,罗甸,水分,胁迫
















皂素,患子,提取,超声,工艺
浓度,沉降,组分,甘露,聚糖

渗透,增加,分离,因子,通量

































感染,血液,敦煌,进行,梨子







决策,购电,电网,电站,模型
电站,模式,经营,电网,蓄能
分摊,容量,目标,机制,确定
预测,指标,售电量,模型,分析
电网,智能,发电,提供,研究
















指标,乙型肝炎,差异,模型,免疫
大鼠,活血,健脾,血清,乙醇




































研究,产业化,应用,工程,领域
















































经济,基础设施,协调,发展,格局
维数,用地,城市,空间,工业用地
规划,空间规划,体系,江苏,公众
交通,优势,模型,发展,进行
城市群,竞争力,山东半岛,辐射,潜能
粮食,耕地,生产,变化,波动
耕地,粮食,降低,流域,预测
耕地,农化,城市化,水平,人口数量














化合物,抑菌,分离,咖啡,活性
光栅,系统,压力,光强,反射




治疗,患者,动脉,耳聋,突发性
耳蜗,乳突,前庭,蜂房,植入

















韧带,附丽,膝关节,假体,设计

陶瓷,工艺,体积,成形,粉末
















服务,发现,机制,需求,聚合
电子商务,计算,构建,应用,探讨





















































薄壁,反应,制取,催化剂,温度
















































病毒,序列,神经细胞,效率,检测












生产,农业,劳动力,需要,流转
模型,服务,消耗,研究,主体
鄱阳湖区,调蓄,模拟,情景,蓄洪
补偿,生产,农村,趋势,进行
降水,生长,植被,增加,为主
降雨,流域,减少,变化,分析
补偿,政府,农户,生态,转移






































































































计数,病灶,采用,图像,衰减






动物,爆发,原口,代表,基本































糖尿病,基因,研究,配偶,检出







磁共振,心理,治疗,患者,可能

















电池,固态,基团,染料,敏化




















汽轮发电,分析,绕组,计算方法,模型






















































细根,寿命,落叶松,存活率,土壤















突变,催化,组成,产物,进行








摩擦,表面,分析,升高,速度
摩擦,磨损,磨损率,接触,沉积












结构,荧光,实验,微球,颗粒















































协议,攻击,密钥,协商,中间人




方法,合成,引发,共聚物,大分子













算法,目标,优化,散射,粒子










学科,领域,支持,研究,发展















实现,系统,结构,传感器,损伤















背景,序列,获取,前景,识别
















群丛,指数,群落,物种,典型
土壤,面积,天津市,标准,分级











系统,未知,确定,研究,具有



































企业,市场化,生产率,分割,市场
技术,转移,发展,研究,经济
企业,活动,作为,转移,模仿

文化,融合,经济,区域,存在
企业,动力,创新,产业,集群






























培养,细菌,方法,鉴定,真菌









植株,幼苗,强度,蒸腾,比值









































细胞,细胞周期,增生,检测,染色


吸入,治疗,小时,浓度,压力
检测,方法,变异,结果,引物
吸入,治疗,合并,患儿,麻疹
发掘,焦作市,山阳,地点,斜坡



烷酸,脂肪酸,组成,超声波,溶剂
挥发油,鉴定,超声波,具有,萃取

























火焰,燃烧,稀释,层流,增加



























包层,光栅,光纤,直径,折射率



































































































放煤,放出,煤层,倾角,顶煤
扩展,进程,调试,程序,故障

作业,并行,稳定性,分析,使用

功耗,系统,管理,计算,动态


扩展,进程,调试,程序,故障
















滑坡,变形,监测,滑面,地表
鸡尾,滑体,山崩,地质,条件


滑坡,进行,高位,灾害,运动
滑坡,分析,稳定性,空面,滑坡体





















离子源,等离子体,实验,物理,电极




































































细胞,体细胞,进行,纤维,纯化



















蚀刻,核孔,径迹,速率,过程


含量,淀粉,杂交,亲本,组合




进行,原油,鉴别,姥鲛烷,分析

数据,可视化,表达,实现,应用
















结果,矿区,边界,条件,地形


番茄红素,生产,发酵法,提取,工艺












信息,恢复,密钥,加密,质量














棋子,方法,分割,变换,定位
患者,血浆,醛固酮,高血压,药物

试验,模拟,患者,对照组,评分























































抗体,甘草酸,制备,检测,细胞株
稳定性,蝙蝠,总碱,质量,符合






含量,性腺,螺蛳,分布,消化道

微囊,铜绿,物质,生长,作用


















大鼠,移植,排斥,细胞,时间










情绪,进行,词语,标注,认知
情绪,进行,分析,标注,语料库
社团,聚类,节点,网络,对象
方法,对象,聚类,提出,邻域























包裹,高密度,裂解气,可能,发现




























杆菌,不动,医院,抗菌,帕尼培南
杆菌,药物,敏感性,抗菌,医院

信息,真菌,菌素,数据,细菌


火情,火场,监测,人工,试验
辐射,外场,静止,测量,校正


标准,劳工,影响,框架,文章
研究,成长,企业,经济学,大量
定价,风险,能力,市场,债券市场
投资,投资者,影响,总体,投资规模
贸易,货币政策,中国,信贷,解释
美国,研究,流入,增长,外国
贷款,定价,决定,利率,考虑
冲击,需求,经济波动,国际,进行
盯住,升值,中国,政策,日本
金融,理论,发展,经济,研究
实验,资金,约束,泡沫,证券










免疫,微粒,研制,技术,代谢
治疗,疼痛,胶囊,综合,糖尿病
细胞,转染,神经节,杆状病毒,螺旋
细胞株,肺癌,转移,活性,基因
患者,中药,治疗,食欲,艾滋病
问题,螺旋,管内,了长,预防措施
癫痫,患者,治疗,疗效,立体



儿童,地区,身高,年龄组,参考值


结构,参数,爆炸,传播,火焰
研究,测定,进行,煤层,过程
煤矿,爆炸,传播,具有,可燃


排放,钻孔,解吸,应用,钻屑
降压,高血压,原发性,结果,用药
添加剂,污泥,碱性,添加,降解

垃圾,资源化,会展,旅游,循环
污泥,填埋,生化,固化,混合

含量,高血压,血清,患者,变化




钢板,组合,桥面,试验,破坏



组织,认同,文章,影响,差异




激励,薪酬,高管,股权,存在
退出,经理,成本,改革,国有企业
激励,高管,企业,股权,程度
补偿,生态,社区,公园,方面
股东,创新,有助于,进行,投资
审计,意见,委员会,治理,避亏
旅游,旅游区,感知,创新,心理
信息,披露,预测,制度,强制性
程度,年龄,企业,管理,任期
改善,企业,业绩,投资者,机构
利益,相关者,治理,公司,企业





讨论,间隙,腹腔,医师,病例





























货币政策,存在,股票市场,发现,结果
货币,产出,关系,增长,影响
预测,模型,数据,预报,总量
规则,货币政策,区制,政策,具有
利率,调整,发现,模型,货币
脆弱性,股市,区制,影响,财政政策
利率,货币政策,缺口,调整,惰性
使用,数据,价格,模型,产生
序列,产出,实际,具有,高位
进行,预测,模型,样本,结构
经济,增长,变量,影响,解释
































传感器,测量,电容,制作,低压
放电,发展,局部,现象,颗粒
波形,隔离,开关,特高压,绝缘
设备,研究,绝缘,特性,特高压
高架桥,跳闸,雷击,钢筋,防护
波形,隔离,开关,特高压,绝缘
绝缘子,直流,温度,电荷,积聚
运动,阴影,方法,检测,像素












膜片,金属,波纹,减压器,工作
变位,齿轮,系数,直升机,滑动
跟踪,轨迹,能量,优化,模型
平台,信息化,模式,问题,选配
驱动器,核心,元件,运动,轴向
补偿,油缸,模型,预测,建立
数控系统,提供,设备,驱动,利用设备
设计,机床,轻量化,优化,动态

















薄膜,温度,电流密度,影响,结晶度













草地,植被,围封,沙化,相似性
植被,土壤,变化,信息,探测
浓度,牧草,种子,发芽率,处理
盐池县,质量,进行,评价,状况
灌丛,输沙量,背风面,风速,风沙

防护林,具有,配置,柠条,影响


























连接,区域,设计,主桥,承受


吊索,阻尼器,振动,安装,进行
分析,气体,可靠,采集,大气














装备,规划,学科,发展,动力学






风电,线路,运行,机组,给出
风电,风力,交交,发电,变速



沉积,浅海,矿物,沉积物,河流
重金属,污染,进行,沉积,鸭绿江口




积雪,监测,发展,遥感技术,全球
反演,模型,地区,北疆,温差
鼠害,草原,研究,监测,草地
区域,模型,盖度,草地,植被
积雪,产品,监测,研究,数据
生物量,微波,草地,草甸,监测
草地,草原,甘南,湿润,微温
积雪,研究,精度,制图,数据
积雪,微波,监测,研究进展,牧区
生物量,草地,类型,样点,模型
蛋白,诱导,细胞,凋亡,表达
表达,蛋白,方法,进行,酵母
患者,监测,定量,状态,复发
实验,设计,能力,学生,医学
脐带,自体,观察,修补,手术
尿道,保留,手术,成形术,阴茎
















模型,温度,问题,对流,蒸发


采用,治疗,放化,中位,进展
地形,指数,函数,累积,分布
治疗,冻结,临床,注射液,疗效


组织,乳腺癌,乳腺,病变,转移

















































溶液,表面,组分,结构,表面张力















具有,眼镜,数控系统,加工,操作
管理,实验室,开放,预约,方面
系统,危化品,运输设备,监测,实现



































癫痫,海马,点燃,大鼠,表达
癫痫,难治性,基因芯片,灰度,患者
癫痫,海马,发作,模型,神经
合并症,治疗,格拉斯哥,临床,时间
海马,点燃,胶质,大鼠,表达
















细胞,凋亡,检测,对照组,表达







































角膜,结膜,细胞,黏合,组织








泌汗,障碍,发生,因素,临床











































显像,方法,临床,肝细胞,肿瘤
环境,产地,进行,土壤,生产
科学,土地,发展,研究,学科
甲状腺炎,亚急性,显像,指数,组织
整理,研究,居民点,农村,评价
合成,显像,工艺,检查,注射液





身份,分级,方案,加密,模型

验证,指定,签名,协议,方案

















类型,侵蚀,空间,斑块,结构
钎焊,超声,接头,电阻,钎料
超声,振动,电阻,钎焊,焊件
社会,发展,资源节约型,江苏省,协调
农户,种植,市场,效益,投入
土地利用,总体规划,评价,吻合,实施
城市,利用,研究,集约,土地
排放,因素,强度,变化,中国
生计,失地农民,保障,征地,发展


研究,盐碱地,技术,利用,选择



摄取,标记,氯仿,肿瘤,时间














反应,溶剂,催化剂,优化,进行













































血液,制备,重组,脂肪酸,生产















应急,指挥系统,设计,分析,智能
路面,车辆,附着,系数,算法


供应链,供应商,制造商,程度,协调
风险,分布,飞机,研制,项目风险
政策,建筑节能,运用,时间,数据
聚类,方法,灰色,关联度,定义
系统,试验,灰色,灰性,分析
判断,方法,决策者,矩阵,群体









方法,测定,草酸,板栗,异香
进行,分离,化合物,方法,得到
全氟,染毒,小鼠,致死,变化
含量,测定,方法,参芪,注射液
树莓,含量,花酸,液相,利用
分离,进行,得到,鉴定,方法
分离,色谱,得到,鉴定,化合物
分离,化合物,方法,得到,香豆
全氟,返魂,小鼠,染毒,草素






















走滑,构造,研究,油气,活动
南海,站位,海盆,盆地,数据
浊积,地震,勘探,序级,基础
断层,构造,油气,活动性,成藏
生物,成岩,储层,油气,作用
水合物,成藏,天然气,海域,运移
构造,油气,成藏,凹陷,断层
方法,理论,进行,估值,储层
差异,油层,波形,变化,地震
锆石,陆架,东海,砂岩,含量
构造,海槽,基底,冲绳,火山




清查,提供,方法,调查,资源










结构,隧道,管片,接缝,荷载
水平,病例,表达,生存,细胞因子





网络,文件,可信,进行,信息
合一,实现,算法,向量,应用
文件,系统,数据保护,用户,技术











质谱,裂解,化合物,行为,研究
含量,响应,胁迫,化合物,类型






指数,群落,使用,类群,生境
真菌,土壤,数量,增加,细菌
呼吸,凋落,土壤,细根,自养
群系,分类,调查,四川,山矾




组成,格局,结构,植被,物种
