





























分析,岩石,计算,有限元,过程,系统,实现,用来,并行,破裂
巷道,涌水,渗流,过程,破坏,应力,诱发,通道,形成,分析
分析,空区,结果,变形,破坏,软件,差分,铜矿,临近,实际










量子,共享,用于,纠缠,秘密,工具,广义,分解,利用,隐形

试验,结构,抗震,曲线,地震,设防,模型,作用,采用,数据
试验,混合,软件,数值,有限元,子结构,系统,精度,模拟,研究
模态,方向,传播,材料,耦合,复合材料,分布,进行,低阶,方程

断裂,角砾岩,形成,构造,成矿,砾岩,可能,磨砾,研究,叠加
成矿,构造,系统,沉积,热液,叠加,集区,岩浆岩,断裂带,岩浆
成矿,侵入,岩浆,逸度,热液,矿床,范围,侵位,造岩,矿物

效率,工业化,鄱阳湖,经济区,生态,发展,工业,环境,引进,投入















发展,学科,重点学科,公共卫生,评价,促进,提供,完善,建设,机制


























瞳孔,定位,算法,虹膜,检测,相比,特性,算子,灰度,方法





















































扩增,序列,检测,特异性,病毒,试剂盒,模板,制备,水质,检疫











负荷,水力,水质,生物,填料,效率,出水,炉渣,活性污泥,效果
电解,实验,还原,过程,体系,贵金属,产物,催化,机制,无害化
土壤,耕作,表层,方式,影响,农田,污染,旱田,质量,环保署
废水,处理,药剂,选矿,黄药,系统,污泥,变化,高于,去除率
过滤,样品,降至,滤饼,时间,双氧水,使得,处理,实验,含油量
废水,处理,黄药,质量,研究,药剂,生物,浓度,外加,出水


暴露,诱导,浓度,代谢,时间,抑制,水平,活性,受到,程度
活性,月牙,羊角,下降,受到,含量,表明,暴露,光合作用,增加

抑制,处理,浓度,低浓度,毒性,高浓度,能力,繁殖,诱导,活性




水稻,产量,性状,日照,方面,增强,具有,延迟,分离,适应性































































蛋白质,质膜,飞行,进行,时间,细胞质,串联,质谱,蔗糖,密度梯度




















































































多孔结构,陶瓷,技术,观察,工艺,走向,结构图,分布,转化,无损


小麦,问题,运用,分析,研究,指数,株型,解决,原因,重力







程度,患者,硬化,评分,病变,相关,冠脉,血管病,关系,方法
心脏,进行,基因,证者,肌肉,患者,临床,检测,肌萎缩,治疗
突变,患者,表型,晕厥,缺失,不对称性,基因,表现,目的,进行
血清,患者,水平,人群,血管病,关系,中国,中高敏,诊断,线性
基因,突变,患者,基因突变,中国,特点,目的,测序,序列,分析
患者,肺动脉,治疗,累及,大动脉炎,药物,特征,临床,主要症状,方法
冠脉,糖化,胆固醇,病变,程度,相关,支数,脂蛋白,患者,吸烟






























斑岩,形成,河坝,岛弧,构造,岩浆岩,大陆,脉体,地区,成分







结构,性能,形成,人们,形貌,杂化,催化,具有,调控,光学










































电网,智能,中国,协作,电力行业,研究,开展,机遇,发展,热潮

竞价,机组,容量,区域,分段,约束,方法,市场,电力,采用
竞价,市场,负荷,模式,进行,分段,部分,采用,基础,结算














高血压,北京市,进行,居住,分层,血压,地区,分析,老年人,流行病学
死亡,代谢,分析,指标,老年人,老人,胆固醇,脂蛋白,质量,关系













农户,兼业,土地利用,行为,类型,土地,程度,分析,投入,利用效率
资源,环境,构建,提出,经济,发展,方面,政府,市场,公众

利用,土地,配置,假设,维度,理性,阐述,资源,经济学,用途















大气,预测,变化,引起,全球,平流层,过程,环境,天气,灾害性






















模型,数字,技术,版权,管理,网络,版权保护,内容,信任,环境







































虫草,退化,菌株,菌种,过程,人工,活性,栽培,核心技术,色度

线虫,药剂,昆虫,混用,参试,表现,作用,组合,测定,相加
线虫,侵染,小杆,品系,繁殖,致死,幼虫,嗜菌异,蜡螟,注射

线虫,影响,感染力,使用,浓度,作用,施用,多菌灵,致死,韭菜











































蔬菜,样品,铅含量,土壤,汕头市,排放,超过,国家,使用,进行

农药,分析,达到,有机氯,成分,佛山市,顺德区,作为,土壤,个别
土壤,广州市,农药,有机氯,残留,质量,分数,农业土壤,风险,评价
有机氯,农药,广东省,残留,含量,区域,农业土壤,总量,汕头市,土壤
影响,地质,进行,统计,平均值,常规,处理,污染物,实测,手段
蔬菜,污染,重金属,指数,含量,进行,佛山市,湛江市,中山市,顺德区
残留量,土壤,农业土壤,顺德区,汕头市,佛山市,研究,硫丹,残留,广东省
蔬菜,东莞市,含量,种类,芳烃,结果表明,采用,叶菜类,进行,程度
地区,土壤,珠江三角洲,存在,残留,生态,典型,情况,研究,类型



紫罗兰,缩合,目标,化合物,得到,反应,烷基,基膦,进行,中间体
























































钻探,科学,研究,地层,工程,白垩纪,松科,岩心,取得,方面






















绝缘子,转基因,载体,表达,序列,提供,构建,元件,功能,转染


组织,表达,鳞癌,蛋白质,程度,口腔,相关,恶性,组织化学,水平




蛭石,有机,进行,拉伸,处理,复合,复合材料,转变,采用,玻璃化

配合,荧光,发光,材料,活性,性能,没有,发生,基团,现象

改性,复合材料,进行,抗菌,性能,结果表明,提高,玻璃化,研究,采用

签字笔,人为,纸张,老化,研究,墨水,时间,加热,质谱,蓝色













































学生,教学,能力,进行,材料,课程,需要,学习,结合,同学



制冷机,试验,脉冲,管型,冷量,系统,布置,惯性,输入,温度
主从,结果,系统,性能指标,验证,矩阵,指数,范数,运用,推导

























再生,模型,枯否,细胞,凋亡,处理,介导,指数,下降,时肝














































检测,杂波,单元,目标,训练样本,实际,算法,实现,环境,适应





















































萌动,发酵,大豆,乳酸菌,人体,提高,食品,含量,产品,肠道











网络,分类,进行,研究,技术,网络流量,方法,增强,研究进展,相关









检测,离群,数据流,算法,聚类,数据,混合,因子,特征,数据分布

























微波,复配,食用,复热,鸡米花,品质,比例,脆性,添加,感官












国防,数据,提升,全面,解决,平台,战争,取得,军事优势,核心
材料,介绍,方法,探测器,应用,实际,预警系统,原理,作用,系统
界面,影响,条件,潜热,释放,分布,对流,生长,固液,趋势
利用,结果,运行,表征,得到,进行,参数,控制参数,系统,宏观




























































胃癌,血浆,蛋白酶,基质,金属,程度,淋巴结,转移,侵袭,患者











沉淀,热力学,结果,分离,条件,选择性,证实,沉淀剂,金属,所得











































相位,掩膜,区域,解缠,割线,算法,消除,传统,达到,不连续性







































基片,技术,玻璃,芯片,复合,刻蚀,纳流,富集,通道,化学
实验,教学,研究型,人才,目标,教学模式,综合,取得,时间,化学
设置,基础,提出,进行,分析,课程内容,实验,讨论,调查,数据

























表达,抵抗素,列酮,脂联素,胰岛素,上调,噻唑,酮类,作用,研究































皂苷,测定,黄酮,方法,提取,总皂苷,利用,光度法,分光,富集












斑块,厚度,内膜,模型,方法,含量,措施,组织,面积,低于
炎症,水平,诱发,表达,粘度,模型,大鼠,刺激,因子,机制
方程,强解,不可,涡度场,只用,磁流体,得到,密度,类似,定性
炎症,内皮细胞,动脉,细胞,对照组,诱导,高脂,主动脉,内膜,下层


创新,学员,培养,具有,人才,科学,活动,思维,病例,临床
学生,培养,实验教学,意识,能力,创新,借助,科研工作,奠定,生物化学







区域,立体,继续,应用,深入,氢化,底物,进行,前景,官能团






































小鼠,能力,缺氧,生理盐水,提高,低剂量,方法,剂量,利心,机体
模型,时间,吸入,凝血,生理盐水,肺水肿,急性,地米,大鼠,对照组































耕作,作物栽培,农业,学科,支撑,高产,栽培,粮食,旱区,条件
























系统,性能,制备,组成,探测器,耗尽,辐射,厚度,高度,结果
















































































































增殖,缺氧,指数,内皮细胞,细胞,血管,技术,应激,变化,常氧



序列,整合素,启动,载体,构建,分析,活性,细胞株,核心,细胞

































































具有,捕食者,平衡点,得到,全局,方法,能力,功能性,构造,函数
种群,一致性,模拟,噪音,发现,空间,系统,考虑,原因,动态


覆膜,百合,收获,钾肥,兰州,个体,产量,指数,种群,提高












表达,患者,细胞,信号,滑膜,关节,抗体,分子,血清,检测
患者,检测,抗体,损伤,因子,分析,关节,血清,免疫,可能
患者,反应,抗体,存在,表达,检测,蛋白,脑脊液,交叉,方法

肿瘤,细胞,槲寄生,诱导,蛋白,凝集素,凋亡,具有,研究,方法
关节,炎症,细胞因子,表达,血清,患者,因子,高于,分泌,细胞
























昆虫,重组,细胞,蛋白,亚洲,基因,表达,衣壳,口蹄疫,病毒

冷性,苗期,代换,染色体,距离,构建,鉴定,定位,基因组,资源




项目,选择,企业,进行,组合,满足,风险,构建,战略目标,案例
领导力,科技,要素,研究,构成,挖掘,结构,结合,科技界,领导者
领导,领导力,模型,类型,控制力,要素,具有,感召力,组织,能力
市委书记,运作,眼光,政府,审视,采取,记得,争论,企业家,改革
社会,问题,行政,生态,结构,进入,错动,司法,收入,分配不公
结构,进行,公司,战略,组织,变迁,知名,案例,典型,石油
组织,速度,发展,行动,处于,原则,状态,心志,统一,运动
领导者,领导力,院长,管理,学院,面临,课题,成为,发展,时代













白血病,基因,检测,患者,多态性,细胞,杀伤,结果表明,发生,免疫
小鼠,抗体,获得,蛋白,杂交瘤,细胞,腹水,反应,鉴定,细胞株




















血吸虫,基因,宿主,日本,基因组,寄生虫,分子,流行,测序,寄生









基因,细胞,表达,检测,区域,技术,腺癌,培养,状态,水平
检测,结果,组织,胃癌,系统,突变,分析,分子量,基因突变,焦磷酸
测序,检测,突变,焦磷酸,乙肝病毒,方法,建立,基因,标准,临床
测序,检测,焦磷酸,方法,标准,基因,特异性,阴性,构建,阳性





降水,尺度,高度,温度梯度,高压,东亚,增高,减小,西太平洋,副热带














狂犬病,集中,安徽省,流行,发病率,上升,监测,工作,抗体,开展
分离,病毒,细胞,毒株,可见,安徽,基因,粒子,发出,序列
地表,融化,冻结,季节冻土,季节,观测,温度,尺度,高山,草甸
材料,骨科,创伤,研制,需要,关节,外科,领域,认为,学科
猪瘟,流行,防控,发生,特点,鄂西北,结合,措施,生猪,总结
病毒,分离,病死,症状,肾脏,利用,肾型,扩增,序列,观察



变形,收敛,隧道,监测,方法,应变,断面,传感器,精度,了所











结构,可能,进行,原料,特性,材料,参数,制备,技术,拟合





生产,制造,计划,期望值,不确定性,因素,受到,数量,过程,类别
模型,进行,闭环,选择,仓库,选址,原材料,供应地,混合,分布
模型,流程,市场化,网络,设计,集合,缩短,开发周期,产品,经营
模型,收益,应用,集装箱,分配,方法,管理,优化,海运,问题
产品,回收,废旧,因素,激励,考虑,提高,决策,制造商,成本
生产能力,企业,机制,生产,形成,模式,理论,下所,定制,具有
生产,计划,模型,问题,结合,实际,分销,化工企业,企业,数学模型


产能,交付,提前,价格,成本,扩大,存在,考虑,分析,竞争


疗法,埋线,穴位,病谱,临床,妇科,研究,方法,进行,病种




睾丸,血清,细胞,糖尿病,大鼠,生精,凋亡,活性,含量,对照组


教学,矿物,团队,建设,课程,晶体,岩石,北京市,核心,过程







抗震,结构,分析,类似,模型,教学科研,综合楼,性能,进行,相关
构件,荷载,混凝土,钢筋,影响,能力,耗能,得到,试验,可能

结构,竖向,地震,影响,作用,水平,动力,输入,位移,内力
老馆,工程,加固,进行,改造,技术,存在,局限性,建筑,要求



建立,百日咳,抗体,检测,夹心,方法,制备,疫苗,生产,反应
质量,试验,对照组,母羊,饲养,模式,绵羊,羔羊,牧户,高于
药代,动力学,特征,药效学,结合,淋巴细胞,位点,受试者,本品,检测
流感,位点,变异,季节性,分离,进行,抗原,基因,检测,年度
降低,测定,大鼠,影响,肺动脉,空白对照,注射,模型,血流,腹腔
银马,抗病毒,颗粒,作用,小鼠,具有,链球菌,反应,观察,免疫
大鼠,染毒,对照组,形态学,组织,传导,染色,速度,运动神经,观察
动力学,患者,药代,参数,可能,药物,血液,模型,群体,透析
验证,图像,时间,配准,分析,位置,利用,结果,进行,方向
知识,流动,行为主体,通道,制造,乐器,建立,进行,政府,文章
产业,手机,空间,格局,中国,影响,发展,形成,外商,网络
产业,乐器,进行,政府,台中市,协助,升级,集聚,干预,地方
企业,迁移,集群,地区,优势,竞争,治理,地方,动力,压力
文化,制造,产品,制造业,知识,深度,企业,相似,升级,问题
企业,产业区,地方,升级,衰退,全球,可能,产生,转移,贸易商
地方化,全球,加工业,外贸,研究,分析,欧美,空间,制造业,发展
创意,文化,活动,空间,形成,成为,促进,人才,历史,艺术
模式,跨国公司,企业,外资企业,竞争力,带来,投资,技术,供应链,提升
集群,品牌,产业,数量,产品,发展,作为,影响,发现,服装


小蜂,桨角,记录,记述,烟粉,寄生,中国,角蚜,酋长,提供





吸附,含氧,表面,气氛,官能团,活性炭,纤维,氧化,样品,实验
吸附,含氧,表面,气氛,官能团,活性炭,纤维,氧化,样品,实验





固化,竹材,液化,曲线,表观,反应,配比,方法,利用,热量

晶体,纤维素,通量,采用,有所,聚醚,超滤,值为,结构,截留








































羊蹄甲,活性,分离,显脉,得到,成分,酰基,葡萄糖,化合物,糖尿病





检测,转基因,方法,作物,基因,特异性,等温,扩增,原理,结果






















优化,进行,流体,优点,易于,算法,成为,加速,计算,理想






































研究,环境,记录,季风,生长,演化,中国,全球,整体,变迁
变形,应力,砾石,作用,地质,构造,环境,性质,过程,脉动














扰动,沉积物,风浪,太湖,水体,悬浮,湖泊,研究,模拟,动力
区域,经济,污染物,太湖流域,污染区,方案,环境,发展,总量,水质

地貌,分类,数字,形态,类型,制图,成因,反映,研究,编制
湖泊,玛纳斯湖,演化,数据,萎缩,阶段,分辨率,达到,等高线,测量

垂直带,坡向,方法,数据,分布,山地,显示,作为,表达,研究
雪线,方法,提取,积雪,时空,边缘,利用,对比,信息,分析
山体,高度,基面,方法,提取,分布,获得,定量化,分区,轮廓














磁珠,矿物,含铁,X射线,结渣,氧化物,富铁,形成,结合,扫描电镜
结果表明,理论,吸附,研究,是否,方法,模型,平板,活性,氧化
吸附,结果表明,合金,频率,密度,底物,理论,表面,电子,平板
粒径,颗粒,分布,富集,飞灰,质量,进行,效率,系数,元素
颗粒,粒径,形成,进行,锅炉,煤灰,机理,分布,特征,元素


















































化合物,作用,增加,强度,哌啶,荧光,浓度,光谱,发生,研究









珠江三角洲,天气,资料,过程,冷空气,污染物,能见度,出现,大气,地面
气溶胶,浓度,离子,粒子,广州市,成分,水溶性,质量,分析表明,范围


舌苔,类型,菌群,分析,结构,影响,样本,进行,分子生物学,梯度


热解,分数,体积,产率,下降,添加,模拟,增加,气体,燃料
气化,床料,生物质,空气,含量,温度,流量,介质,影响,燃气


添加,释放,还原,碱金属,秸秆,分析仪,碱土金属,试验,质谱,燃烧

分析法,灰色,关联度,调查,辐射,优化,应用,监测点,给出,进行
脉冲,电流,中子,时间,方法,计数,测量,技术,聚变,用于



化学,燃烧,温度,相关,氢气,没有,分压,影响,动力学,模型
















传输技术,供电,热点,研究,方式,发展,基础,进行,论述,电缆线

细胞,阳性,效率,检测,增强子,荧光素酶,基因治疗,利用,特异性,用于












萃取,样品,液液,精密度,适用,采用,气相,检测器,浓度,灵敏度
污水,景观,水质,环境,污水处理,用水,工艺,低浓度,组合,出水
发动机,工作,电弧,电压,特性,电源,正反馈,实现,加热,等离子体
机器人,空间,动力学,影响,模型,方程,推导,重力梯度,采用,建立
培养,血清,细胞,戒断,水平,时间,吗啡,条件,表达,方法
摩擦,制动器,设计,指标,制动,空间,综合,机械,寿命,分析







试验机,动静,电液,伺服,介绍,实验室,进行,试验,功能,了解




电信号,叶片,植物,表面,信号,存在,发现,研究,光强,电压

蒸发,径流,华北平原,气候,趋势,增加,降水,气温,情景,生成


温度,地表,算法,煤火,数据,实测值,单通道,普适性,结果,反演
风险,流域,海河,水资源,指标,评价,考虑,缺水,得出,研究
土壤,介电常数,模型,含盐量,盐渍化,含水量,响应,研究,盐渍,土介





定义,计量,理论,分析,功率,电能,实验,情况,正弦,通用
系统,电压,提高,内环,动态,模块,基础,调节器,进行,控制
频率,神经网络,前馈,检测,算法,时间差,幅值,电能,电网,基波


市场,政府,债券,发展,宏观,环境,债券市场,推进,衍生品,课题组
市场,政府,债券,发展,宏观,环境,债券市场,推进,衍生品,课题组
财富,读者,社会,人们,受到,分配,文章,摘登,金融危机,情况
成品油,消费税,地方,政策,城市,相关,调整,改革,高度,财政收入
市场,政府,债券,发展,宏观,环境,债券市场,推进,衍生品,课题组
市场,政府,债券,发展,宏观,环境,债券市场,推进,衍生品,课题组
市场,政府,债券,发展,宏观,环境,债券市场,推进,衍生品,课题组
创新,行政区,梳理,总结,方面,内容,焦作,地市级,管理机制,实践
财政,发展,政治,利益,改革,社会,民主,历史,问题,深思
优化,产业结构,发展,改革,调整,演进,产业政策,相关,税制,市场
变应性,鼻炎,城市,电话,患病率,西安,调查,进行,长春,武汉










反应,水平,沉水,循环,种质,物种,濒危,引物,体系,退火


分析法,污染,病害,株高,农田,指标,草坪,采用,优选,草种
白菜,种子,栽培,进行,人工,发芽,物质,水浸,生物,实验
物质,胁迫,化感,根系,幼苗,含量,处理,活力,下降,浓度
竞争,树种,伴生,调查,系数,生态,重叠,计量,次生林,运用
种子,栽培,进行,实验,人工,生物,水浸,生长,研究,检测
种子,进行,检测,生化,生物,方式,浸提,人工,栽培,结果表明
密度,育苗,幼苗,生长,质量,利用率,生物量,增加,影响,养分
教学,实践,设置,进行,方面,科研成果,调动,问题,气候变化,探讨


浓度,果肉,质量,补钙,裂果,外源,处理,滨库,拉宾,品种
含量,品质,研究,增加,特性,可溶性,提高,活性,降低,生理
测定,光面,活性,苹果,采用,含量,萼洼,苦痘,低于,提取液
苹果,离子,含量,细胞,光面,苦痘,果肉,套袋,发病,部位
影响,提高,含量,形成,品质,氧化酶,可溶性,色泽,樱桃,结果表明
含量,叶片,活性,矮化,树体,桃树,生长,普通型,还原性,短枝
生长,草莓,培苗,活性,增加,水杨酸,抑制,含量,浓度,处理
含量,发育,补钙,盛花,发育期,外源,滴定,可溶性,油桃,降低
苹果,活性,套袋,变化,免疫,发育,翻译,存在,可能,水平
果皮,苹果,套袋,浓度,活性,影响,提高,自由基,清除,造成


























光纤,探针,传感器,干涉,纤芯,稳定性,具有,有着,银膜,折射率













去除率,炉渣,砾石,沸石,植物,基质,美人蕉,运行,鸢尾,趋势
径流,路面,污染物,南京,高速公路,控制,滞留,研究,人工,植被


填料,生物,处理,污染,现状,提出,应用,分类,方向,发展















色谱,液相,进行,质谱,形式,鉴定,结果,采用,蛋白,氨酸




提高,积累,物质,比汕,库容量,产量,冗余度,重穗,光合产物,水稻


试验,喷油嘴,降低,排放,喷孔,能够,喷雾,进行,分析,相关

喷油嘴,喷雾,喷孔,传统,超多,缸内,组织,柴油机,进行,拍摄
喷油,柴油,油管压力,循环,研究,共轨,影响,流体,过程,物性
燃烧,排放,柴油,生物,研究,压力,升高,峰值,降低,发动机
改革,股权,市场,投资者,事件,收益,宣告,带来,实施,获得
并购,收购方,跨境,货币,外资,收益,目标,汇率,解释,研究
市场,需求,供给,模型,股票,流通股,检验,收益,股权,改革
信息,披露,股权,改革,公司,自愿性,影响,财务,研究,控制
信用卡,透支,行为,持卡人,地位,具有,经济,影响,生命周期,社会
交易,权证,盈利,卖出,亏损,处置,投资者,效应,费用,研究
投资者,投资,行为,研究,生存,分析,基金,变量,进行,程度
股东,公司债务,期限,持股,影响,经验,结构,选择,检查,集中度
物业税,分析,投机,作为,模型,影响,行为,改革,可能,泡沫
基金,投资者,投资收益,分类,年限,问卷,联系,模型,回归,评定






反应,控制,深度,建立,系统,收率,优化,问题,芳烃,宏观

优化,调度,接口,图形化,生产,炼厂,原油,软件,性质,指标










早餐,种类,儿童,食物,血症,出生,文化,慢性病,家庭,哈尔滨


















选拔,人才,发展,定位,公平,错位,问题,提高,促进,亟待
选拔,公平,人才,发展,定位,错位,科学,匹配,建立,阶段
模型,效果,计算,分类,模糊集,贴近,信息,文本,表明,分辨率











量子,微腔,制备,发射器,温度,驱动,实现,液氮,下电,函数
量子,半导体,介绍,组织,领域,生长,光电子,情况,应用,材料







图谱,中国,结构,获取,空间,研究,提供,扫描,分辨,参考














脂的,采用,液态,固态,状态,进行,碘值,花生,方法,降低
性状,根系,幼苗,遗传,大豆,相关,中豆,表型,参数,根冠

培养,条件,获得,甲藻,产量,方式,生物,有利于,积累,结果表明





薄膜,曲线,折射率,降低,光学,热处理,计算,减少,表面,样品





器件,薄膜,退火,电压,制备,方法,气相,掺杂,实现,沉积


受主,掺杂,元素,采用,结构,发光,性质,光学,中性,沉积






品种,遗传,重组,连锁,亲本,位点,分布,大豆,紫花,关系
品种,表型,数据,遗传,类群,育成,分子,结构,种质,分类
大豆,基因,基因组,序列,插入,发现,转基因,位点,表达,检测
大豆,材料,新品种,株系,利用,生产,抗性,毒株,结果表明,进行
含量,异黄酮,大豆,种质,黄豆,酰基,品种,木苷,采用,黑豆




种质,创新,品种,大豆,育成,遗传,组成,来自,等位,变异








反射面,亮度,灯具,反射,分布,光源,问题,效率,照明,带来





















累积,增益,导航,相干,信号,采用,提高,算法,时间,影响
控制,方法,故障,保证,滑模,姿态,确定,系统,传统,执行器
控制,推力器,故障,设计,输出,结构,控制器,干扰,实现,受限







服务,用户,方法,信誉,服务提供者,可能,使用,代价,选择,考虑
生产性,联结,服务网络,知识,形成,服务业,结构,嵌入,网络,生产
创新,模块,策略,生产商,价值,平台,标准,实现,互补,升级
产业,创新,进入,模块化,企业,在位,时代,进行,策略,竞争
产业,模式,生物医药,创新,新药,证书,资金不足,融资,组织,转化
关系,交易,组织,产业链,企业,结构,进行,投资,治理,集成
效率,战略性,技术,研究,综合,实证,采用,数据,包络,分析方法
竞争,理论,优势,研究,环境,进行,问题,跃迁,分析,动态
创新,模块化,网络,模块,价值,体系结构,机制,开放,体系,建立
发展,驱动,产业,服务业,来自,自主,供给,驱动力,创新,角度











对映异构,方法,检测,制备,液相,确证,联用,采用,样品,色谱
反应,影响,转化率,速率,油酸,原料油,顺序,升温,硬脂酸,棕榈


沸石,改性,可达,乙醇,表面,进行,溶液,分离,采用,质量






耦合,电磁,结构,设计,磁芯,航行,运用,气隙,磁场强度,分析
系统,实时性,满足,硬件,设计,程序,不能,运算,总线,实现
跟踪,未知,适应,全局,海流,模型,控制,不确定性,动态,参数


耦合,电磁,结构,设计,磁芯,航行,运用,气隙,磁场强度,分析

湿化,变形,试验,粒料,密度,进行,研究,方法,增大,分析

复合,地基,影响,排水,速率,考虑,径向,假设,减小,解答
效应,心墙,应力,断面,设计,进行,系数,统计,有限元,材料
防渗墙,影响,应力,研究,心墙,计算,插入,变形,厚度,参数

抗性,接种,基因,结果显示,苗期,频率,连锁,性状,农艺,轮回亲本

还原,复合材料,压阻,石墨,温度,进行,热塑性,高性能,制备,分数





脑损伤,缺血性,新生,促进,日益,作用,受到,关注,发展,药物
微粒体,小鼠,活性,藿苷,肝脏,含量,影响,降低,剂量,亚型








质性,孔隙,方法,反映,储层,进行,模拟,参数,金法,效应
天敌,蚜的,种群,调查,绣线菊,化学防治,群落,示范园,有机,组成
管理,效果,糖尿病,社区,联合,全科,成本,专科,医院,血糖
指数,群落,花椒,昆虫,海拔,优势,特征,研究,半翅目,黄华镇

更替,经济,增长,官员,辖区,影响,地方,省委书记,省长,进行
城镇,发展,空间,建设,用地,研究,建成区,珠江三角洲,演变,地区
南京,建设,中心,应该,成为,方向,安徽,核心区,苏北,长三角
网络,企业,创新,演变,本土,影响,全球化,发现,研究,因素
城市,增长,发展,收缩,空间,中国,学者,关注,学科,扩张






色散,制备,设计,镜用,光纤,得到,离子束,溅射,范围,波长















字串,分词,歧义,标注,细则,规范,语料库,消解,命名,予以

基因,表达,鼻咽癌,放疗,组织,放射,细胞,敏感性,变化,差异

















皂苷,胶质瘤,作用,神经,新药,成分,开发,鉴定,细胞周期,干预








含量,土壤,外源,化合物,拆解,保护区,荷兰,有机,水平,残留

土壤,水稻,达到,污染,重金属,进行,保护区,降低,农田,土壤环境
修复,污染,电子,研究,土壤,生物,垃圾,环境,污染区,人体
土壤,降解,处理,研究,芳烃,污染,水分,条件,提高,增加

修复,生物,土壤,对象,污染,应用,综合,有机,技术,持久性
























结合,活性,表达,抗原,二硫键,下降,进行,引入,稳定性,配对


吸附,提高,性能,过程,复合,机组,测试,冷却,加热,强化



吸水,根系,模型,植物,研究,问题,生态,过程,水文,陆面
